Sequence	length	Acc	Organism
NW_018735500.1:20757-22886_1	39	NW_018735500.1	Aedes_aegypti
NW_018735500.1:20757-22886_2	362	NW_018735500.1	Aedes_aegypti
NW_018735500.1:20757-22886_3	115	NW_018735500.1	Aedes_aegypti
NW_018735500.1:20757-22886_4	211	NW_018735500.1	Aedes_aegypti
NC_035108.1:299623103-299625230_1	274	NC_035108.1	Aedes_aegypti
NC_035108.1:299623103-299625230_2	440	NC_035108.1	Aedes_aegypti
NC_035107.1:161006288-161008396_1	703	NC_035107.1	Aedes_aegypti
NC_035109.1:18641002-18643095_1	283	NC_035109.1	Aedes_aegypti
NC_035109.1:18641002-18643095_2	383	NC_035109.1	Aedes_aegypti
NC_035108.1:436231091-436233178_1	696	NC_035108.1	Aedes_aegypti
NC_035108.1:397585146-397587231_1	445	NC_035108.1	Aedes_aegypti
NC_035108.1:397585146-397587231_2	242	NC_035108.1	Aedes_aegypti
NC_035109.1:377148389-377150458_1	690	NC_035109.1	Aedes_aegypti
NC_035109.1:168117574-168119637_1	688	NC_035109.1	Aedes_aegypti
NC_035109.1:131227027-131229081_1	685	NC_035109.1	Aedes_aegypti
NC_035109.1:103832374-103834419_1	412	NC_035109.1	Aedes_aegypti
NC_035109.1:103832374-103834419_2	270	NC_035109.1	Aedes_aegypti
NC_035108.1:370309436-370311475_1	680	NC_035108.1	Aedes_aegypti
NC_035109.1:163843303-163845336_1	678	NC_035109.1	Aedes_aegypti
NC_035109.1:359182702-359184732_1	677	NC_035109.1	Aedes_aegypti
NC_035108.1:275293065-275295080_1	672	NC_035108.1	Aedes_aegypti
NC_035108.1:388496849-388498801_1	651	NC_035108.1	Aedes_aegypti
NW_018734744.1:10981-12933_1	651	NW_018734744.1	Aedes_aegypti
NC_035108.1:102021109-102023043_1	645	NC_035108.1	Aedes_aegypti
NC_035109.1:105166659-105168580_1	494	NC_035109.1	Aedes_aegypti
NC_035109.1:105166659-105168580_2	138	NC_035109.1	Aedes_aegypti
NC_035107.1:153755103-153757019_1	639	NC_035107.1	Aedes_aegypti
NC_035107.1:229292650-229294497_1	616	NC_035107.1	Aedes_aegypti
NC_035109.1:204184890-204186704_1	605	NC_035109.1	Aedes_aegypti
NC_035109.1:313473680-313475491_1	604	NC_035109.1	Aedes_aegypti
NW_018736558.1:92629-94440_1	604	NW_018736558.1	Aedes_aegypti
NC_035107.1:99635787-99637592_1	602	NC_035107.1	Aedes_aegypti
NC_035109.1:105735115-105736920_1	515	NC_035109.1	Aedes_aegypti
NC_035109.1:105735115-105736920_2	87	NC_035109.1	Aedes_aegypti
NC_035109.1:39506362-39508167_1	314	NC_035109.1	Aedes_aegypti
NC_035109.1:39506362-39508167_2	279	NC_035109.1	Aedes_aegypti
NC_035108.1:342234216-342236015_1	600	NC_035108.1	Aedes_aegypti
NC_035107.1:169380992-169382788_1	397	NC_035107.1	Aedes_aegypti
NC_035107.1:169380992-169382788_2	196	NC_035107.1	Aedes_aegypti
NC_035108.1:428775865-428777658_1	598	NC_035108.1	Aedes_aegypti
NC_035109.1:212672217-212674010_1	598	NC_035109.1	Aedes_aegypti
NC_035108.1:405601051-405602816_1	313	NC_035108.1	Aedes_aegypti
NC_035108.1:405601051-405602816_2	266	NC_035108.1	Aedes_aegypti
NW_018735507.1:16963-18717_1	585	NW_018735507.1	Aedes_aegypti
NC_035108.1:200636996-200638747_1	584	NC_035108.1	Aedes_aegypti
NC_035108.1:338294676-338296427_1	584	NC_035108.1	Aedes_aegypti
NC_035107.1:116471196-116472943_1	304	NC_035107.1	Aedes_aegypti
NC_035107.1:116471196-116472943_2	104	NC_035107.1	Aedes_aegypti
NC_035107.1:116471196-116472943_3	149	NC_035107.1	Aedes_aegypti
NC_035107.1:306367770-306369515_1	582	NC_035107.1	Aedes_aegypti
NC_035109.1:247429175-247430920_1	582	NC_035109.1	Aedes_aegypti
NC_035108.1:208806565-208808304_1	580	NC_035108.1	Aedes_aegypti
NC_035108.1:299107640-299109379_1	580	NC_035108.1	Aedes_aegypti
NC_035107.1:210450515-210452252_1	200	NC_035107.1	Aedes_aegypti
NC_035107.1:210450515-210452252_2	154	NC_035107.1	Aedes_aegypti
NC_035107.1:210450515-210452252_3	226	NC_035107.1	Aedes_aegypti
NC_035108.1:110390232-110391956_1	575	NC_035108.1	Aedes_aegypti
NC_035107.1:112353415-112355133_1	173	NC_035107.1	Aedes_aegypti
NC_035107.1:112353415-112355133_2	328	NC_035107.1	Aedes_aegypti
NC_035108.1:469304700-469306418_1	573	NC_035108.1	Aedes_aegypti
NW_018735670.1:13234-14952_1	573	NW_018735670.1	Aedes_aegypti
NC_035107.1:156091588-156093291_1	568	NC_035107.1	Aedes_aegypti
NC_035109.1:254371850-254373553_1	134	NC_035109.1	Aedes_aegypti
NC_035109.1:254371850-254373553_2	403	NC_035109.1	Aedes_aegypti
NC_035109.1:3645605-3647308_1	568	NC_035109.1	Aedes_aegypti
NC_035108.1:267765631-267767331_1	567	NC_035108.1	Aedes_aegypti
NC_035109.1:154380542-154382242_1	567	NC_035109.1	Aedes_aegypti
NC_035107.1:305248309-305250003_1	139	NC_035107.1	Aedes_aegypti
NC_035107.1:305248309-305250003_2	392	NC_035107.1	Aedes_aegypti
NC_035107.1:210566365-210568050_1	562	NC_035107.1	Aedes_aegypti
NC_035107.1:6688139-6689824_1	30	NC_035107.1	Aedes_aegypti
NC_035107.1:6688139-6689824_2	392	NC_035107.1	Aedes_aegypti
NC_035107.1:6688139-6689824_3	89	NC_035107.1	Aedes_aegypti
NC_035109.1:45420828-45422513_1	562	NC_035109.1	Aedes_aegypti
NC_035108.1:228807808-228809475_1	556	NC_035108.1	Aedes_aegypti
NC_035108.1:444367886-444369553_1	556	NC_035108.1	Aedes_aegypti
NW_018736585.1:21167-22829_1	217	NW_018736585.1	Aedes_aegypti
NW_018736585.1:21167-22829_2	314	NW_018736585.1	Aedes_aegypti
NW_018735004.1:25178-26831_1	195	NW_018735004.1	Aedes_aegypti
NW_018735004.1:25178-26831_2	176	NW_018735004.1	Aedes_aegypti
NW_018735004.1:25178-26831_3	117	NW_018735004.1	Aedes_aegypti
NC_035107.1:291110439-291112085_1	549	NC_035107.1	Aedes_aegypti
NC_035108.1:152540103-152541749_1	549	NC_035108.1	Aedes_aegypti
NC_035109.1:12813859-12815505_1	549	NC_035109.1	Aedes_aegypti
NC_035109.1:287949042-287950685_1	548	NC_035109.1	Aedes_aegypti
NC_035107.1:52720040-52721677_1	546	NC_035107.1	Aedes_aegypti
NC_035107.1:94334447-94336084_1	546	NC_035107.1	Aedes_aegypti
NC_035108.1:467615361-467616998_1	546	NC_035108.1	Aedes_aegypti
NC_035107.1:151280618-151282250_1	204	NC_035107.1	Aedes_aegypti
NC_035107.1:151280618-151282250_2	286	NC_035107.1	Aedes_aegypti
NC_035107.1:140965326-140966957_1	156	NC_035107.1	Aedes_aegypti
NC_035107.1:140965326-140966957_2	382	NC_035107.1	Aedes_aegypti
NC_035109.1:105809420-105811048_1	536	NC_035109.1	Aedes_aegypti
NC_035109.1:87899622-87901247_1	542	NC_035109.1	Aedes_aegypti
NC_035109.1:198537768-198539390_1	541	NC_035109.1	Aedes_aegypti
NW_018735937.1:20528-22150_1	541	NW_018735937.1	Aedes_aegypti
NC_035108.1:59251338-59252954_1	140	NC_035108.1	Aedes_aegypti
NC_035108.1:59251338-59252954_2	214	NC_035108.1	Aedes_aegypti
NC_035108.1:59251338-59252954_3	199	NC_035108.1	Aedes_aegypti
NC_035108.1:382913207-382914820_1	374	NC_035108.1	Aedes_aegypti
NC_035108.1:382913207-382914820_2	93	NC_035108.1	Aedes_aegypti
NC_035109.1:238132319-238133926_1	536	NC_035109.1	Aedes_aegypti
NC_035109.1:173180253-173181854_1	534	NC_035109.1	Aedes_aegypti
NC_035108.1:153895968-153897566_1	533	NC_035108.1	Aedes_aegypti
NC_035108.1:18131820-18133418_1	533	NC_035108.1	Aedes_aegypti
NC_035108.1:195275190-195276788_1	533	NC_035108.1	Aedes_aegypti
NC_035108.1:317369809-317371407_1	533	NC_035108.1	Aedes_aegypti
NC_035108.1:469271765-469273363_1	249	NC_035108.1	Aedes_aegypti
NC_035108.1:469271765-469273363_2	201	NC_035108.1	Aedes_aegypti
NC_035107.1:174210770-174212362_1	531	NC_035107.1	Aedes_aegypti
NC_035107.1:139960310-139961893_1	528	NC_035107.1	Aedes_aegypti
NC_035108.1:236486560-236488143_1	528	NC_035108.1	Aedes_aegypti
NC_035108.1:262737808-262739375_1	185	NC_035108.1	Aedes_aegypti
NC_035108.1:262737808-262739375_2	144	NC_035108.1	Aedes_aegypti
NC_035108.1:262737808-262739375_3	96	NC_035108.1	Aedes_aegypti
NW_018736687.1:7151-8715_1	363	NW_018736687.1	Aedes_aegypti
NW_018736687.1:7151-8715_2	127	NW_018736687.1	Aedes_aegypti
NC_035107.1:56393786-56395343_1	368	NC_035107.1	Aedes_aegypti
NC_035107.1:56393786-56395343_2	66	NC_035107.1	Aedes_aegypti
NW_018736350.1:20660-22213_1	86	NW_018736350.1	Aedes_aegypti
NW_018736350.1:20660-22213_2	139	NW_018736350.1	Aedes_aegypti
NC_035108.1:414790188-414791735_1	516	NC_035108.1	Aedes_aegypti
NC_035109.1:122437233-122438780_1	516	NC_035109.1	Aedes_aegypti
NW_018734860.1:3682-5229_1	108	NW_018734860.1	Aedes_aegypti
NW_018734860.1:3682-5229_2	92	NW_018734860.1	Aedes_aegypti
NW_018734860.1:3682-5229_3	169	NW_018734860.1	Aedes_aegypti
NC_035109.1:191387211-191388755_1	251	NC_035109.1	Aedes_aegypti
NC_035109.1:191387211-191388755_2	203	NC_035109.1	Aedes_aegypti
NC_035107.1:1167910-1169451_1	514	NC_035107.1	Aedes_aegypti
NC_035108.1:19416530-19418071_1	514	NC_035108.1	Aedes_aegypti
NC_035108.1:218382996-218384537_1	514	NC_035108.1	Aedes_aegypti
NC_035108.1:317806197-317807738_1	514	NC_035108.1	Aedes_aegypti
NC_035109.1:377285509-377287050_1	514	NC_035109.1	Aedes_aegypti
NC_035109.1:380956515-380958056_1	514	NC_035109.1	Aedes_aegypti
NC_035109.1:7729770-7731311_1	514	NC_035109.1	Aedes_aegypti
NW_018736249.1:31219-32760_1	514	NW_018736249.1	Aedes_aegypti
NW_018735162.1:24842-26382_1	283	NW_018735162.1	Aedes_aegypti
NW_018735162.1:24842-26382_2	221	NW_018735162.1	Aedes_aegypti
NC_035109.1:240860686-240862224_1	513	NC_035109.1	Aedes_aegypti
NC_035108.1:210312993-210314529_1	53	NC_035108.1	Aedes_aegypti
NC_035108.1:210312993-210314529_2	267	NC_035108.1	Aedes_aegypti
NC_035107.1:245980040-245981572_1	90	NC_035107.1	Aedes_aegypti
NC_035107.1:245980040-245981572_2	315	NC_035107.1	Aedes_aegypti
NC_035107.1:245980040-245981572_3	116	NC_035107.1	Aedes_aegypti
NC_035107.1:279830493-279832022_1	504	NC_035107.1	Aedes_aegypti
NC_035108.1:245889252-245890781_1	510	NC_035108.1	Aedes_aegypti
NC_035108.1:78091596-78093125_1	510	NC_035108.1	Aedes_aegypti
NC_035109.1:206444218-206445747_1	510	NC_035109.1	Aedes_aegypti
NC_035107.1:234693488-234695014_1	186	NC_035107.1	Aedes_aegypti
NC_035107.1:234693488-234695014_2	304	NC_035107.1	Aedes_aegypti
NC_035107.1:304848656-304850182_1	509	NC_035107.1	Aedes_aegypti
NC_035108.1:22761084-22762604_1	507	NC_035108.1	Aedes_aegypti
NC_035108.1:376028414-376029934_1	507	NC_035108.1	Aedes_aegypti
NC_035108.1:428264023-428265543_1	507	NC_035108.1	Aedes_aegypti
NC_035109.1:47955669-47957189_1	507	NC_035109.1	Aedes_aegypti
NC_035107.1:48433094-48434611_1	406	NC_035107.1	Aedes_aegypti
NC_035107.1:48433094-48434611_2	41	NC_035107.1	Aedes_aegypti
NC_035108.1:268073709-268075226_1	506	NC_035108.1	Aedes_aegypti
NW_018735657.1:14020-15537_1	506	NW_018735657.1	Aedes_aegypti
NW_018736056.1:5525-7042_1	506	NW_018736056.1	Aedes_aegypti
NC_035107.1:150919111-150920625_1	505	NC_035107.1	Aedes_aegypti
NC_035107.1:22898513-22900027_1	505	NC_035107.1	Aedes_aegypti
NC_035108.1:248900475-248901989_1	271	NC_035108.1	Aedes_aegypti
NC_035108.1:248900475-248901989_2	109	NC_035108.1	Aedes_aegypti
NC_035108.1:249146796-249148310_1	505	NC_035108.1	Aedes_aegypti
NC_035108.1:34171534-34173048_1	505	NC_035108.1	Aedes_aegypti
NC_035109.1:124625101-124626615_1	505	NC_035109.1	Aedes_aegypti
NC_035109.1:367173003-367174517_1	505	NC_035109.1	Aedes_aegypti
NC_035107.1:147485624-147487132_1	503	NC_035107.1	Aedes_aegypti
NC_035108.1:468971081-468972589_1	503	NC_035108.1	Aedes_aegypti
NC_035107.1:107487670-107489175_1	502	NC_035107.1	Aedes_aegypti
NC_035109.1:371486798-371488303_1	502	NC_035109.1	Aedes_aegypti
NC_035109.1:397624887-397626392_1	502	NC_035109.1	Aedes_aegypti
NC_035109.1:194284148-194285650_1	501	NC_035109.1	Aedes_aegypti
NC_035107.1:156757027-156758526_1	500	NC_035107.1	Aedes_aegypti
NC_035107.1:298228403-298229902_1	162	NC_035107.1	Aedes_aegypti
NC_035107.1:298228403-298229902_2	321	NC_035107.1	Aedes_aegypti
NC_035107.1:298244390-298245889_1	500	NC_035107.1	Aedes_aegypti
NC_035107.1:64300803-64302302_1	500	NC_035107.1	Aedes_aegypti
NC_035108.1:230782370-230783869_1	500	NC_035108.1	Aedes_aegypti
NC_035108.1:297338321-297339820_1	500	NC_035108.1	Aedes_aegypti
NC_035109.1:124495126-124496625_1	332	NC_035109.1	Aedes_aegypti
NC_035109.1:124495126-124496625_2	122	NC_035109.1	Aedes_aegypti
NC_035109.1:149373161-149374660_1	332	NC_035109.1	Aedes_aegypti
NC_035109.1:149373161-149374660_2	122	NC_035109.1	Aedes_aegypti
NC_035109.1:212750726-212752225_1	500	NC_035109.1	Aedes_aegypti
NC_035109.1:380538807-380540306_1	500	NC_035109.1	Aedes_aegypti
NC_035109.1:111462254-111463752_1	150	NC_035109.1	Aedes_aegypti
NC_035109.1:111462254-111463752_2	248	NC_035109.1	Aedes_aegypti
NC_035107.1:287608094-287609590_1	499	NC_035107.1	Aedes_aegypti
NC_035108.1:281595411-281596907_1	499	NC_035108.1	Aedes_aegypti
NC_035108.1:469151003-469152499_1	126	NC_035108.1	Aedes_aegypti
NC_035108.1:469151003-469152499_2	371	NC_035108.1	Aedes_aegypti
NC_035109.1:105978951-105980447_1	499	NC_035109.1	Aedes_aegypti
NW_018735323.1:24454-25948_1	208	NW_018735323.1	Aedes_aegypti
NW_018735323.1:24454-25948_2	149	NW_018735323.1	Aedes_aegypti
NC_035107.1:226793961-226795454_1	498	NC_035107.1	Aedes_aegypti
NC_035107.1:307327332-307328825_1	498	NC_035107.1	Aedes_aegypti
NC_035107.1:46568121-46569614_1	498	NC_035107.1	Aedes_aegypti
NC_035107.1:96523342-96524835_1	498	NC_035107.1	Aedes_aegypti
NC_035108.1:170282733-170284226_1	498	NC_035108.1	Aedes_aegypti
NC_035108.1:269894453-269895946_1	498	NC_035108.1	Aedes_aegypti
NC_035108.1:302375243-302376736_1	498	NC_035108.1	Aedes_aegypti
NC_035108.1:424635310-424636803_1	498	NC_035108.1	Aedes_aegypti
NC_035108.1:69309478-69310971_1	498	NC_035108.1	Aedes_aegypti
NC_035107.1:101364779-101366269_1	497	NC_035107.1	Aedes_aegypti
NC_035107.1:288669445-288670935_1	497	NC_035107.1	Aedes_aegypti
NC_035108.1:242310960-242312450_1	497	NC_035108.1	Aedes_aegypti
NC_035108.1:351361191-351362681_1	497	NC_035108.1	Aedes_aegypti
NC_035107.1:150195586-150197073_1	496	NC_035107.1	Aedes_aegypti
NC_035107.1:175566487-175567974_1	496	NC_035107.1	Aedes_aegypti
NC_035108.1:464494608-464496095_1	496	NC_035108.1	Aedes_aegypti
NC_035109.1:225932701-225934188_1	496	NC_035109.1	Aedes_aegypti
NC_035109.1:191409936-191411421_1	126	NC_035109.1	Aedes_aegypti
NC_035109.1:191409936-191411421_2	113	NC_035109.1	Aedes_aegypti
NC_035109.1:191409936-191411421_3	190	NC_035109.1	Aedes_aegypti
NC_035107.1:103213205-103214689_1	133	NC_035107.1	Aedes_aegypti
NC_035107.1:103213205-103214689_2	290	NC_035107.1	Aedes_aegypti
NC_035107.1:151639806-151641290_1	495	NC_035107.1	Aedes_aegypti
NC_035107.1:17524906-17526390_1	72	NC_035107.1	Aedes_aegypti
NC_035107.1:17524906-17526390_2	415	NC_035107.1	Aedes_aegypti
NC_035107.1:218831381-218832865_1	495	NC_035107.1	Aedes_aegypti
NC_035107.1:303007839-303009323_1	495	NC_035107.1	Aedes_aegypti
NC_035107.1:45783750-45785234_1	415	NC_035107.1	Aedes_aegypti
NC_035107.1:45783750-45785234_2	72	NC_035107.1	Aedes_aegypti
NC_035108.1:115019425-115020909_1	495	NC_035108.1	Aedes_aegypti
NC_035108.1:279299917-279301401_1	495	NC_035108.1	Aedes_aegypti
NC_035108.1:332127090-332128574_1	495	NC_035108.1	Aedes_aegypti
NC_035108.1:428598506-428599990_1	495	NC_035108.1	Aedes_aegypti
NC_035109.1:45080314-45081798_1	444	NC_035109.1	Aedes_aegypti
NC_035109.1:5850913-5852397_1	387	NC_035109.1	Aedes_aegypti
NC_035109.1:5850913-5852397_2	108	NC_035109.1	Aedes_aegypti
NC_035107.1:285476007-285477488_1	494	NC_035107.1	Aedes_aegypti
NC_035108.1:101632200-101633681_1	41	NC_035108.1	Aedes_aegypti
NC_035108.1:101632200-101633681_2	415	NC_035108.1	Aedes_aegypti
NC_035108.1:103487051-103488532_1	494	NC_035108.1	Aedes_aegypti
NC_035108.1:137115446-137116927_1	444	NC_035108.1	Aedes_aegypti
NC_035108.1:226615448-226616929_1	56	NC_035108.1	Aedes_aegypti
NC_035108.1:226615448-226616929_2	428	NC_035108.1	Aedes_aegypti
NC_035108.1:27567828-27569309_1	494	NC_035108.1	Aedes_aegypti
NC_035108.1:295194704-295196185_1	494	NC_035108.1	Aedes_aegypti
NC_035108.1:313640896-313642377_1	40	NC_035108.1	Aedes_aegypti
NC_035108.1:313640896-313642377_2	290	NC_035108.1	Aedes_aegypti
NC_035107.1:203541848-203543326_1	122	NC_035107.1	Aedes_aegypti
NC_035107.1:203541848-203543326_2	337	NC_035107.1	Aedes_aegypti
NC_035108.1:18465647-18467125_1	122	NC_035108.1	Aedes_aegypti
NC_035108.1:18465647-18467125_2	142	NC_035108.1	Aedes_aegypti
NC_035108.1:18465647-18467125_3	164	NC_035108.1	Aedes_aegypti
NC_035108.1:26529762-26531240_1	102	NC_035108.1	Aedes_aegypti
NC_035108.1:26529762-26531240_2	121	NC_035108.1	Aedes_aegypti
NC_035108.1:26529762-26531240_3	217	NC_035108.1	Aedes_aegypti
NC_035109.1:387649942-387651420_1	493	NC_035109.1	Aedes_aegypti
NC_035109.1:42388811-42390289_1	493	NC_035109.1	Aedes_aegypti
NC_035109.1:137483315-137484790_1	492	NC_035109.1	Aedes_aegypti
NC_035109.1:240798360-240799835_1	492	NC_035109.1	Aedes_aegypti
NC_035109.1:400672739-400674214_1	492	NC_035109.1	Aedes_aegypti
NW_018734900.1:34347-35822_1	492	NW_018734900.1	Aedes_aegypti
NC_035107.1:199854644-199856116_1	491	NC_035107.1	Aedes_aegypti
NC_035108.1:103800743-103802215_1	491	NC_035108.1	Aedes_aegypti
NC_035108.1:359465067-359466539_1	491	NC_035108.1	Aedes_aegypti
NC_035108.1:450619818-450621290_1	491	NC_035108.1	Aedes_aegypti
NC_035109.1:132563365-132564837_1	491	NC_035109.1	Aedes_aegypti
NC_035109.1:190558318-190559790_1	324	NC_035109.1	Aedes_aegypti
NC_035109.1:190558318-190559790_2	155	NC_035109.1	Aedes_aegypti
NW_018735137.1:12904-14376_1	491	NW_018735137.1	Aedes_aegypti
NC_035107.1:119331408-119332877_1	52	NC_035107.1	Aedes_aegypti
NC_035107.1:119331408-119332877_2	380	NC_035107.1	Aedes_aegypti
NC_035107.1:293616045-293617514_1	490	NC_035107.1	Aedes_aegypti
NC_035108.1:100745009-100746478_1	490	NC_035108.1	Aedes_aegypti
NC_035107.1:145399925-145401391_1	285	NC_035107.1	Aedes_aegypti
NC_035107.1:145399925-145401391_2	173	NC_035107.1	Aedes_aegypti
NC_035107.1:153720386-153721852_1	489	NC_035107.1	Aedes_aegypti
NC_035107.1:85985596-85987062_1	489	NC_035107.1	Aedes_aegypti
NC_035108.1:121812002-121813468_1	489	NC_035108.1	Aedes_aegypti
NC_035108.1:221738051-221739517_1	489	NC_035108.1	Aedes_aegypti
NC_035108.1:242879073-242880539_1	489	NC_035108.1	Aedes_aegypti
NC_035108.1:303059182-303060648_1	489	NC_035108.1	Aedes_aegypti
NC_035108.1:327122282-327123748_1	489	NC_035108.1	Aedes_aegypti
NC_035109.1:200424017-200425483_1	489	NC_035109.1	Aedes_aegypti
NC_035109.1:233089333-233090799_1	489	NC_035109.1	Aedes_aegypti
NC_035109.1:313902625-313904091_1	489	NC_035109.1	Aedes_aegypti
NC_035109.1:355611262-355612728_1	489	NC_035109.1	Aedes_aegypti
NC_035109.1:404100732-404102198_1	489	NC_035109.1	Aedes_aegypti
NW_018736107.1:4508-5974_1	489	NW_018736107.1	Aedes_aegypti
NC_035107.1:56403331-56404794_1	488	NC_035107.1	Aedes_aegypti
NC_035109.1:267011014-267012477_1	488	NC_035109.1	Aedes_aegypti
NC_035109.1:311874193-311875656_1	488	NC_035109.1	Aedes_aegypti
NC_035109.1:326267476-326268939_1	488	NC_035109.1	Aedes_aegypti
NC_035109.1:333260399-333261862_1	187	NC_035109.1	Aedes_aegypti
NC_035109.1:333260399-333261862_2	300	NC_035109.1	Aedes_aegypti
NC_035109.1:379990366-379991829_1	350	NC_035109.1	Aedes_aegypti
NC_035109.1:379990366-379991829_2	87	NC_035109.1	Aedes_aegypti
NC_035107.1:140534288-140535749_1	309	NC_035107.1	Aedes_aegypti
NC_035107.1:304650587-304652047_1	487	NC_035107.1	Aedes_aegypti
NC_035107.1:55682026-55683486_1	487	NC_035107.1	Aedes_aegypti
NC_035107.1:60671281-60672741_1	95	NC_035107.1	Aedes_aegypti
NC_035107.1:60671281-60672741_2	339	NC_035107.1	Aedes_aegypti
NC_035108.1:17132410-17133870_1	487	NC_035108.1	Aedes_aegypti
NC_035108.1:183992001-183993461_1	487	NC_035108.1	Aedes_aegypti
NC_035108.1:316962742-316964202_1	487	NC_035108.1	Aedes_aegypti
NC_035108.1:382644889-382646349_1	487	NC_035108.1	Aedes_aegypti
NC_035109.1:67876812-67878272_1	487	NC_035109.1	Aedes_aegypti
NC_035108.1:285736838-285738296_1	121	NC_035108.1	Aedes_aegypti
NC_035108.1:285736838-285738296_2	362	NC_035108.1	Aedes_aegypti
NC_035107.1:142709227-142710684_1	486	NC_035107.1	Aedes_aegypti
NC_035107.1:159431090-159432547_1	486	NC_035107.1	Aedes_aegypti
NC_035107.1:252018279-252019736_1	486	NC_035107.1	Aedes_aegypti
NC_035107.1:58445014-58446471_1	486	NC_035107.1	Aedes_aegypti
NC_035107.1:82070383-82071840_1	486	NC_035107.1	Aedes_aegypti
NC_035107.1:95132413-95133870_1	486	NC_035107.1	Aedes_aegypti
NC_035108.1:106405547-106407004_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:132051713-132053170_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:164519554-164521011_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:265963047-265964504_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:372852940-372854397_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:423924799-423926256_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:456909180-456910637_1	486	NC_035108.1	Aedes_aegypti
NC_035108.1:49377718-49379175_1	486	NC_035108.1	Aedes_aegypti
NC_035109.1:194854903-194856360_1	486	NC_035109.1	Aedes_aegypti
NC_035109.1:207616382-207617839_1	486	NC_035109.1	Aedes_aegypti
NC_035109.1:249388554-249390011_1	78	NC_035109.1	Aedes_aegypti
NC_035109.1:249388554-249390011_2	407	NC_035109.1	Aedes_aegypti
NC_035109.1:269487710-269489167_1	486	NC_035109.1	Aedes_aegypti
NC_035109.1:8363305-8364762_1	486	NC_035109.1	Aedes_aegypti
NC_035107.1:10617710-10619164_1	485	NC_035107.1	Aedes_aegypti
NC_035107.1:21428035-21429489_1	485	NC_035107.1	Aedes_aegypti
NC_035108.1:101376858-101378312_1	485	NC_035108.1	Aedes_aegypti
NC_035108.1:128026727-128028181_1	485	NC_035108.1	Aedes_aegypti
NC_035108.1:140040590-140042044_1	80	NC_035108.1	Aedes_aegypti
NC_035108.1:140040590-140042044_2	391	NC_035108.1	Aedes_aegypti
NC_035108.1:334471525-334472979_1	485	NC_035108.1	Aedes_aegypti
NC_035108.1:57715430-57716884_1	485	NC_035108.1	Aedes_aegypti
NC_035109.1:170229480-170230934_1	485	NC_035109.1	Aedes_aegypti
NC_035109.1:220298577-220300031_1	137	NC_035109.1	Aedes_aegypti
NC_035109.1:220298577-220300031_2	110	NC_035109.1	Aedes_aegypti
NC_035109.1:220298577-220300031_3	160	NC_035109.1	Aedes_aegypti
NC_035109.1:259764188-259765642_1	485	NC_035109.1	Aedes_aegypti
NC_035107.1:164863912-164865363_1	195	NC_035107.1	Aedes_aegypti
NC_035107.1:164863912-164865363_2	176	NC_035107.1	Aedes_aegypti
NC_035107.1:164863912-164865363_3	99	NC_035107.1	Aedes_aegypti
NC_035107.1:73731009-73732460_1	66	NC_035107.1	Aedes_aegypti
NC_035107.1:73731009-73732460_2	364	NC_035107.1	Aedes_aegypti
NC_035108.1:156865371-156866822_1	484	NC_035108.1	Aedes_aegypti
