Sequence,length,Acc,Organism
NC_035107.1:266657785-266658269|Metaviridae|Metavirus|Cladosporium_1,73,NC_035107.1,Aedes_aegypti
NC_035107.1:271584518-271586653|Metaviridae|Metavirus|Cladosporium_1,712,NC_035107.1,Aedes_aegypti
NC_035107.1:271681412-271683499|Metaviridae|Metavirus|Cladosporium_1,696,NC_035107.1,Aedes_aegypti
NC_035107.1:271855736-271857949|Metaviridae|Metavirus|Cladosporium_1,738,NC_035107.1,Aedes_aegypti
NC_035107.1:275186754-275187200|Metaviridae|Metavirus|Cladosporium_1,149,NC_035107.1,Aedes_aegypti
NC_035107.1:281548542-281550674|Metaviridae|Metavirus|Cladosporium_1,711,NC_035107.1,Aedes_aegypti
NC_035107.1:284912539-284913318|Metaviridae|Metavirus|Cladosporium_1,260,NC_035107.1,Aedes_aegypti
NC_035107.1:284924863-284927010|Metaviridae|Metavirus|Cladosporium_1,716,NC_035107.1,Aedes_aegypti
NC_035107.1:285168364-285170508|Metaviridae|Metavirus|Cladosporium_1,715,NC_035107.1,Aedes_aegypti
NC_035107.1:286547411-286549159|Metaviridae|Metavirus|Cladosporium_1,583,NC_035107.1,Aedes_aegypti
NC_035107.1:288640729-288642099|Metaviridae|Metavirus|Cladosporium_1,457,NC_035107.1,Aedes_aegypti
NC_035107.1:292562689-292564848|Metaviridae|Metavirus|Cladosporium_1,720,NC_035107.1,Aedes_aegypti
NC_035107.1:294085580-294086170|Metaviridae|Metavirus|Cladosporium_1,197,NC_035107.1,Aedes_aegypti
NC_035107.1:294544056-294546242|Metaviridae|Metavirus|Cladosporium_1,729,NC_035107.1,Aedes_aegypti
NC_035107.1:294711291-294713339|Metaviridae|Metavirus|Cladosporium_1,586,NC_035107.1,Aedes_aegypti
NC_035107.1:297424026-297426062|Metaviridae|Metavirus|Cladosporium_1,679,NC_035107.1,Aedes_aegypti
NC_035107.1:297763679-297765841|Metaviridae|Metavirus|Cladosporium_1,721,NC_035107.1,Aedes_aegypti
NC_035107.1:297825905-297827968|Metaviridae|Metavirus|Cladosporium_1,688,NC_035107.1,Aedes_aegypti
NC_035107.1:298077755-298079953|Metaviridae|Metavirus|Cladosporium_1,733,NC_035107.1,Aedes_aegypti
NC_035107.1:299131662-299133791|Metaviridae|Metavirus|Cladosporium_1,710,NC_035107.1,Aedes_aegypti
NC_035107.1:302781784-302782158|Metaviridae|Metavirus|Cladosporium_1,125,NC_035107.1,Aedes_aegypti
NC_035107.1:303527226-303527603|Metaviridae|Metavirus|Cladosporium_1,36,NC_035107.1,Aedes_aegypti
NC_035107.1:304823033-304825195|Metaviridae|Metavirus|Cladosporium_1,721,NC_035107.1,Aedes_aegypti
NC_035107.1:304936461-304938554|Metaviridae|Metavirus|Cladosporium_1,698,NC_035107.1,Aedes_aegypti
NC_035107.1:308928303-308928698|Metaviridae|Metavirus|Cladosporium_1,132,NC_035107.1,Aedes_aegypti
NC_035108.1:3654584-3656737|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:9905361-9907514|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:12016776-12018778|Metaviridae|Metavirus|Cladosporium_1,355,NC_035108.1,Aedes_aegypti
NC_035108.1:12016776-12018778|Metaviridae|Metavirus|Cladosporium_2,152,NC_035108.1,Aedes_aegypti
NC_035108.1:12016776-12018778|Metaviridae|Metavirus|Cladosporium_3,141,NC_035108.1,Aedes_aegypti
NC_035108.1:13138478-13138579|Metaviridae|Metavirus|Cladosporium_1,34,NC_035108.1,Aedes_aegypti
NC_035108.1:17503878-17504234|Metaviridae|Metavirus|Cladosporium_1,119,NC_035108.1,Aedes_aegypti
NC_035108.1:18624832-18626895|Metaviridae|Metavirus|Cladosporium_1,688,NC_035108.1,Aedes_aegypti
NC_035108.1:21203261-21205414|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:24798413-24800518|Metaviridae|Metavirus|Cladosporium_1,702,NC_035108.1,Aedes_aegypti
NC_035108.1:27145027-27147090|Metaviridae|Metavirus|Cladosporium_1,508,NC_035108.1,Aedes_aegypti
NC_035108.1:27145027-27147090|Metaviridae|Metavirus|Cladosporium_2,160,NC_035108.1,Aedes_aegypti
NC_035108.1:27666237-27668267|Metaviridae|Metavirus|Cladosporium_1,677,NC_035108.1,Aedes_aegypti
NC_035108.1:34188641-34189087|Metaviridae|Metavirus|Cladosporium_1,149,NC_035108.1,Aedes_aegypti
NC_035108.1:36973235-36975068|Metaviridae|Metavirus|Cladosporium_1,568,NC_035108.1,Aedes_aegypti
NC_035108.1:39550212-39550370|Metaviridae|Metavirus|Cladosporium_1,53,NC_035108.1,Aedes_aegypti
NC_035108.1:40064787-40066850|Metaviridae|Metavirus|Cladosporium_1,688,NC_035108.1,Aedes_aegypti
NC_035108.1:40221594-40221764|Metaviridae|Metavirus|Cladosporium_1,56,NC_035108.1,Aedes_aegypti
NC_035108.1:40683525-40683899|Metaviridae|Metavirus|Cladosporium_1,124,NC_035108.1,Aedes_aegypti
NC_035108.1:44483290-44485368|Metaviridae|Metavirus|Cladosporium_1,693,NC_035108.1,Aedes_aegypti
NC_035108.1:49279745-49280191|Metaviridae|Metavirus|Cladosporium_1,62,NC_035108.1,Aedes_aegypti
NC_035108.1:49279745-49280191|Metaviridae|Metavirus|Cladosporium_2,85,NC_035108.1,Aedes_aegypti
NC_035108.1:49537840-49540065|Metaviridae|Metavirus|Cladosporium_1,742,NC_035108.1,Aedes_aegypti
NC_035108.1:50134365-50136458|Metaviridae|Metavirus|Cladosporium_1,698,NC_035108.1,Aedes_aegypti
NC_035108.1:50383660-50384067|Metaviridae|Metavirus|Cladosporium_1,136,NC_035108.1,Aedes_aegypti
NC_035108.1:51110256-51112331|Metaviridae|Metavirus|Cladosporium_1,692,NC_035108.1,Aedes_aegypti
NC_035108.1:53827971-53828639|Metaviridae|Metavirus|Cladosporium_1,223,NC_035108.1,Aedes_aegypti
NC_035108.1:57546208-57546543|Metaviridae|Metavirus|Cladosporium_1,112,NC_035108.1,Aedes_aegypti
NC_035108.1:59048069-59049112|Metaviridae|Metavirus|Cladosporium_1,348,NC_035108.1,Aedes_aegypti
NC_035108.1:60078833-60081019|Metaviridae|Metavirus|Cladosporium_1,729,NC_035108.1,Aedes_aegypti
NC_035108.1:61848396-61850405|Metaviridae|Metavirus|Cladosporium_1,670,NC_035108.1,Aedes_aegypti
NC_035108.1:64941391-64943523|Metaviridae|Metavirus|Cladosporium_1,711,NC_035108.1,Aedes_aegypti
NC_035108.1:72560195-72562292|Metaviridae|Metavirus|Cladosporium_1,469,NC_035108.1,Aedes_aegypti
NC_035108.1:72560195-72562292|Metaviridae|Metavirus|Cladosporium_2,179,NC_035108.1,Aedes_aegypti
NC_035108.1:74191898-74193931|Metaviridae|Metavirus|Cladosporium_1,678,NC_035108.1,Aedes_aegypti
NC_035108.1:74352925-74354937|Metaviridae|Metavirus|Cladosporium_1,671,NC_035108.1,Aedes_aegypti
NC_035108.1:76276297-76278396|Metaviridae|Metavirus|Cladosporium_1,700,NC_035108.1,Aedes_aegypti
NC_035108.1:78952306-78954453|Metaviridae|Metavirus|Cladosporium_1,716,NC_035108.1,Aedes_aegypti
NC_035108.1:79193586-79195607|Metaviridae|Metavirus|Cladosporium_1,252,NC_035108.1,Aedes_aegypti
NC_035108.1:79193586-79195607|Metaviridae|Metavirus|Cladosporium_2,368,NC_035108.1,Aedes_aegypti
NC_035108.1:84289036-84291120|Metaviridae|Metavirus|Cladosporium_1,695,NC_035108.1,Aedes_aegypti
NC_035108.1:84591010-84591459|Metaviridae|Metavirus|Cladosporium_1,150,NC_035108.1,Aedes_aegypti
NC_035108.1:84839247-84841403|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:85767165-85768214|Metaviridae|Metavirus|Cladosporium_1,350,NC_035108.1,Aedes_aegypti
NC_035108.1:88066686-88068617|Metaviridae|Metavirus|Cladosporium_1,269,NC_035108.1,Aedes_aegypti
NC_035108.1:88066686-88068617|Metaviridae|Metavirus|Cladosporium_2,299,NC_035108.1,Aedes_aegypti
NC_035108.1:88507755-88509932|Metaviridae|Metavirus|Cladosporium_1,726,NC_035108.1,Aedes_aegypti
NC_035108.1:90151145-90153367|Metaviridae|Metavirus|Cladosporium_1,741,NC_035108.1,Aedes_aegypti
NC_035108.1:91955298-91956347|Metaviridae|Metavirus|Cladosporium_1,350,NC_035108.1,Aedes_aegypti
NC_035108.1:93098800-93099165|Metaviridae|Metavirus|Cladosporium_1,119,NC_035108.1,Aedes_aegypti
NC_035108.1:93561363-93561854|Metaviridae|Metavirus|Cladosporium_1,164,NC_035108.1,Aedes_aegypti
NC_035108.1:94868765-94870828|Metaviridae|Metavirus|Cladosporium_1,688,NC_035108.1,Aedes_aegypti
NC_035108.1:95005548-95007701|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:96201768-96202493|Metaviridae|Metavirus|Cladosporium_1,242,NC_035108.1,Aedes_aegypti
NC_035108.1:96602051-96602233|Metaviridae|Metavirus|Cladosporium_1,61,NC_035108.1,Aedes_aegypti
NC_035108.1:97620508-97621672|Metaviridae|Metavirus|Cladosporium_1,116,NC_035108.1,Aedes_aegypti
NC_035108.1:97620508-97621672|Metaviridae|Metavirus|Cladosporium_2,199,NC_035108.1,Aedes_aegypti
NC_035108.1:99654640-99656649|Metaviridae|Metavirus|Cladosporium_1,670,NC_035108.1,Aedes_aegypti
NC_035108.1:99736886-99738964|Metaviridae|Metavirus|Cladosporium_1,693,NC_035108.1,Aedes_aegypti
NC_035108.1:99780282-99782381|Metaviridae|Metavirus|Cladosporium_1,700,NC_035108.1,Aedes_aegypti
NC_035108.1:100595314-100596507|Metaviridae|Metavirus|Cladosporium_1,398,NC_035108.1,Aedes_aegypti
NC_035108.1:100596751-100597296|Metaviridae|Metavirus|Cladosporium_1,182,NC_035108.1,Aedes_aegypti
NC_035108.1:103349036-103351099|Metaviridae|Metavirus|Cladosporium_1,585,NC_035108.1,Aedes_aegypti
NC_035108.1:103349036-103351099|Metaviridae|Metavirus|Cladosporium_2,44,NC_035108.1,Aedes_aegypti
NC_035108.1:104106739-104106978|Metaviridae|Metavirus|Cladosporium_1,80,NC_035108.1,Aedes_aegypti
NC_035108.1:104565869-104565967|Metaviridae|Metavirus|Cladosporium_1,31,NC_035108.1,Aedes_aegypti
NC_035108.1:104818014-104820302|Metaviridae|Metavirus|Cladosporium_1,763,NC_035108.1,Aedes_aegypti
NC_035108.1:104942502-104942897|Metaviridae|Metavirus|Cladosporium_1,123,NC_035108.1,Aedes_aegypti
NC_035108.1:105522481-105524703|Metaviridae|Metavirus|Cladosporium_1,741,NC_035108.1,Aedes_aegypti
NC_035108.1:105673039-105675255|Metaviridae|Metavirus|Cladosporium_1,739,NC_035108.1,Aedes_aegypti
NC_035108.1:106941195-106941638|Metaviridae|Metavirus|Cladosporium_1,148,NC_035108.1,Aedes_aegypti
NC_035108.1:109995865-109998009|Metaviridae|Metavirus|Cladosporium_1,715,NC_035108.1,Aedes_aegypti
NC_035108.1:110810702-110811199|Metaviridae|Metavirus|Cladosporium_1,166,NC_035108.1,Aedes_aegypti
NC_035108.1:111028503-111030656|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:111206654-111207061|Metaviridae|Metavirus|Cladosporium_1,127,NC_035108.1,Aedes_aegypti
NC_035108.1:113690851-113692869|Metaviridae|Metavirus|Cladosporium_1,673,NC_035108.1,Aedes_aegypti
NC_035108.1:114890624-114892144|Metaviridae|Metavirus|Cladosporium_1,507,NC_035108.1,Aedes_aegypti
NC_035108.1:115113367-115115430|Metaviridae|Metavirus|Cladosporium_1,688,NC_035108.1,Aedes_aegypti
NC_035108.1:115298182-115300263|Metaviridae|Metavirus|Cladosporium_1,694,NC_035108.1,Aedes_aegypti
NC_035108.1:115657169-115657324|Metaviridae|Metavirus|Cladosporium_1,52,NC_035108.1,Aedes_aegypti
NC_035108.1:118794490-118795941|Metaviridae|Metavirus|Cladosporium_1,236,NC_035108.1,Aedes_aegypti
NC_035108.1:118794490-118795941|Metaviridae|Metavirus|Cladosporium_2,228,NC_035108.1,Aedes_aegypti
NC_035108.1:123060192-123060689|Metaviridae|Metavirus|Cladosporium_1,109,NC_035108.1,Aedes_aegypti
NC_035108.1:124902136-124904310|Metaviridae|Metavirus|Cladosporium_1,725,NC_035108.1,Aedes_aegypti
NC_035108.1:125016339-125017025|Metaviridae|Metavirus|Cladosporium_1,158,NC_035108.1,Aedes_aegypti
NC_035108.1:126475685-126476434|Metaviridae|Metavirus|Cladosporium_1,176,NC_035108.1,Aedes_aegypti
NC_035108.1:134185299-134187443|Metaviridae|Metavirus|Cladosporium_1,715,NC_035108.1,Aedes_aegypti
NC_035108.1:137964036-137965172|Metaviridae|Metavirus|Cladosporium_1,68,NC_035108.1,Aedes_aegypti
NC_035108.1:137964036-137965172|Metaviridae|Metavirus|Cladosporium_2,44,NC_035108.1,Aedes_aegypti
NC_035108.1:137964036-137965172|Metaviridae|Metavirus|Cladosporium_3,179,NC_035108.1,Aedes_aegypti
NC_035108.1:139088150-139090186|Metaviridae|Metavirus|Cladosporium_1,258,NC_035108.1,Aedes_aegypti
NC_035108.1:139088150-139090186|Metaviridae|Metavirus|Cladosporium_2,380,NC_035108.1,Aedes_aegypti
NC_035108.1:140232262-140234424|Metaviridae|Metavirus|Cladosporium_1,721,NC_035108.1,Aedes_aegypti
NC_035108.1:143504608-143506443|Metaviridae|Metavirus|Cladosporium_1,612,NC_035108.1,Aedes_aegypti
NC_035108.1:146130991-146133150|Metaviridae|Metavirus|Cladosporium_1,720,NC_035108.1,Aedes_aegypti
NC_035108.1:147524743-147525504|Metaviridae|Metavirus|Cladosporium_1,109,NC_035108.1,Aedes_aegypti
NC_035108.1:147524743-147525504|Metaviridae|Metavirus|Cladosporium_2,67,NC_035108.1,Aedes_aegypti
NC_035108.1:147524743-147525504|Metaviridae|Metavirus|Cladosporium_3,60,NC_035108.1,Aedes_aegypti
NC_035108.1:147548431-147550632|Metaviridae|Metavirus|Cladosporium_1,734,NC_035108.1,Aedes_aegypti
NC_035108.1:148863186-148864292|Metaviridae|Metavirus|Cladosporium_1,369,NC_035108.1,Aedes_aegypti
NC_035108.1:151538971-151541193|Metaviridae|Metavirus|Cladosporium_1,741,NC_035108.1,Aedes_aegypti
NC_035108.1:157643365-157645551|Metaviridae|Metavirus|Cladosporium_1,729,NC_035108.1,Aedes_aegypti
NC_035108.1:174634926-174637073|Metaviridae|Metavirus|Cladosporium_1,716,NC_035108.1,Aedes_aegypti
NC_035108.1:180613980-180616094|Metaviridae|Metavirus|Cladosporium_1,546,NC_035108.1,Aedes_aegypti
NC_035108.1:180613980-180616094|Metaviridae|Metavirus|Cladosporium_2,93,NC_035108.1,Aedes_aegypti
NC_035108.1:184284583-184284915|Metaviridae|Metavirus|Cladosporium_1,111,NC_035108.1,Aedes_aegypti
NC_035108.1:187383874-187386027|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:187459228-187461402|Metaviridae|Metavirus|Cladosporium_1,725,NC_035108.1,Aedes_aegypti
NC_035108.1:193882069-193883985|Metaviridae|Metavirus|Cladosporium_1,639,NC_035108.1,Aedes_aegypti
NC_035108.1:193885780-193886130|Metaviridae|Metavirus|Cladosporium_1,64,NC_035108.1,Aedes_aegypti
NC_035108.1:194912558-194914621|Metaviridae|Metavirus|Cladosporium_1,688,NC_035108.1,Aedes_aegypti
NC_035108.1:195638188-195640317|Metaviridae|Metavirus|Cladosporium_1,534,NC_035108.1,Aedes_aegypti
NC_035108.1:195638188-195640317|Metaviridae|Metavirus|Cladosporium_2,164,NC_035108.1,Aedes_aegypti
NC_035108.1:195686700-195688892|Metaviridae|Metavirus|Cladosporium_1,731,NC_035108.1,Aedes_aegypti
NC_035108.1:198268143-198270287|Metaviridae|Metavirus|Cladosporium_1,715,NC_035108.1,Aedes_aegypti
NC_035108.1:198436056-198438089|Metaviridae|Metavirus|Cladosporium_1,678,NC_035108.1,Aedes_aegypti
NC_035108.1:198869028-198871127|Metaviridae|Metavirus|Cladosporium_1,700,NC_035108.1,Aedes_aegypti
NC_035108.1:199037494-199039551|Metaviridae|Metavirus|Cladosporium_1,571,NC_035108.1,Aedes_aegypti
NC_035108.1:199037494-199039551|Metaviridae|Metavirus|Cladosporium_2,110,NC_035108.1,Aedes_aegypti
NC_035108.1:199178914-199181067|Metaviridae|Metavirus|Cladosporium_1,718,NC_035108.1,Aedes_aegypti
NC_035108.1:200528715-200530820|Metaviridae|Metavirus|Cladosporium_1,702,NC_035108.1,Aedes_aegypti
NC_035108.1:200643382-200643825|Metaviridae|Metavirus|Cladosporium_1,148,NC_035108.1,Aedes_aegypti
NC_035108.1:201544245-201546422|Metaviridae|Metavirus|Cladosporium_1,726,NC_035108.1,Aedes_aegypti
NC_035108.1:202543671-202545821|Metaviridae|Metavirus|Cladosporium_1,717,NC_035108.1,Aedes_aegypti
NC_035108.1:202609628-202610158|Metaviridae|Metavirus|Cladosporium_1,177,NC_035108.1,Aedes_aegypti
NC_035108.1:203488047-203489834|Metaviridae|Metavirus|Cladosporium_1,596,NC_035108.1,Aedes_aegypti
NC_035108.1:204407042-204408514|Metaviridae|Metavirus|Cladosporium_1,382,NC_035108.1,Aedes_aegypti
NC_035108.1:206007481-206009640|Metaviridae|Metavirus|Cladosporium_1,720,NC_035108.1,Aedes_aegypti
NC_035108.1:207445114-207446832|Metaviridae|Metavirus|Cladosporium_1,573,NC_035108.1,Aedes_aegypti
NC_035108.1:208371680-208373614|Metaviridae|Metavirus|Cladosporium_1,645,NC_035108.1,Aedes_aegypti
NC_035108.1:208865586-208867625|Metaviridae|Metavirus|Cladosporium_1,680,NC_035108.1,Aedes_aegypti
NC_035108.1:209187169-209189208|Metaviridae|Metavirus|Cladosporium_1,680,NC_035108.1,Aedes_aegypti
NC_035108.1:213623126-213625270|Metaviridae|Metavirus|Cladosporium_1,715,NC_035108.1,Aedes_aegypti
NC_035108.1:217369844-217372006|Metaviridae|Metavirus|Cladosporium_1,721,NC_035108.1,Aedes_aegypti
NC_035108.1:219095017-219097218|Metaviridae|Metavirus|Cladosporium_1,734,NC_035108.1,Aedes_aegypti
NC_035108.1:219123012-219124232|Metaviridae|Metavirus|Cladosporium_1,407,NC_035108.1,Aedes_aegypti
NC_035108.1:219371627-219373816|Metaviridae|Metavirus|Cladosporium_1,730,NC_035108.1,Aedes_aegypti
NC_035108.1:219517285-219517767|Metaviridae|Metavirus|Cladosporium_1,161,NC_035108.1,Aedes_aegypti
NC_035108.1:219904729-219906765|Metaviridae|Metavirus|Cladosporium_1,679,NC_035108.1,Aedes_aegypti
NC_035108.1:220462762-220463025|Metaviridae|Metavirus|Cladosporium_1,88,NC_035108.1,Aedes_aegypti
NC_035108.1:220595985-220596365|Metaviridae|Metavirus|Cladosporium_1,127,NC_035108.1,Aedes_aegypti
NC_035108.1:222280883-222283039|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:222514550-222516574|Metaviridae|Metavirus|Cladosporium_1,675,NC_035108.1,Aedes_aegypti
NC_035108.1:222953958-222955478|Metaviridae|Metavirus|Cladosporium_1,507,NC_035108.1,Aedes_aegypti
NC_035108.1:223143003-223144691|Metaviridae|Metavirus|Cladosporium_1,563,NC_035108.1,Aedes_aegypti
NC_035108.1:223151234-223153522|Metaviridae|Metavirus|Cladosporium_1,763,NC_035108.1,Aedes_aegypti
NC_035108.1:223160175-223161272|Metaviridae|Metavirus|Cladosporium_1,366,NC_035108.1,Aedes_aegypti
NC_035108.1:225981522-225983588|Metaviridae|Metavirus|Cladosporium_1,689,NC_035108.1,Aedes_aegypti
NC_035108.1:227239833-227241965|Metaviridae|Metavirus|Cladosporium_1,711,NC_035108.1,Aedes_aegypti
NC_035108.1:227510371-227512470|Metaviridae|Metavirus|Cladosporium_1,700,NC_035108.1,Aedes_aegypti
NC_035108.1:228033006-228034907|Metaviridae|Metavirus|Cladosporium_1,634,NC_035108.1,Aedes_aegypti
NC_035108.1:228366653-228367981|Metaviridae|Metavirus|Cladosporium_1,443,NC_035108.1,Aedes_aegypti
NC_035108.1:229350108-229352078|Metaviridae|Metavirus|Cladosporium_1,657,NC_035108.1,Aedes_aegypti
NC_035108.1:229521118-229521240|Metaviridae|Metavirus|Cladosporium_1,41,NC_035108.1,Aedes_aegypti
NC_035108.1:232406877-232408958|Metaviridae|Metavirus|Cladosporium_1,694,NC_035108.1,Aedes_aegypti
NC_035108.1:233465817-233467973|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:233982164-233982565|Metaviridae|Metavirus|Cladosporium_1,134,NC_035108.1,Aedes_aegypti
NC_035108.1:238040778-238042937|Metaviridae|Metavirus|Cladosporium_1,720,NC_035108.1,Aedes_aegypti
NC_035108.1:238182114-238182464|Metaviridae|Metavirus|Cladosporium_1,117,NC_035108.1,Aedes_aegypti
NC_035108.1:239880227-239880667|Metaviridae|Metavirus|Cladosporium_1,147,NC_035108.1,Aedes_aegypti
NC_035108.1:240095377-240096351|Metaviridae|Metavirus|Cladosporium_1,325,NC_035108.1,Aedes_aegypti
NC_035108.1:243173635-243175944|Metaviridae|Metavirus|Cladosporium_1,770,NC_035108.1,Aedes_aegypti
NC_035108.1:245108303-245110462|Metaviridae|Metavirus|Cladosporium_1,720,NC_035108.1,Aedes_aegypti
NC_035108.1:245727310-245729511|Metaviridae|Metavirus|Cladosporium_1,734,NC_035108.1,Aedes_aegypti
NC_035108.1:246439013-246441190|Metaviridae|Metavirus|Cladosporium_1,726,NC_035108.1,Aedes_aegypti
NC_035108.1:246581441-246583627|Metaviridae|Metavirus|Cladosporium_1,729,NC_035108.1,Aedes_aegypti
NC_035108.1:249435730-249438039|Metaviridae|Metavirus|Cladosporium_1,770,NC_035108.1,Aedes_aegypti
NC_035108.1:249747250-249749397|Metaviridae|Metavirus|Cladosporium_1,716,NC_035108.1,Aedes_aegypti
NC_035108.1:249945045-249946880|Metaviridae|Metavirus|Cladosporium_1,612,NC_035108.1,Aedes_aegypti
NC_035108.1:251197423-251199579|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:257257756-257259858|Metaviridae|Metavirus|Cladosporium_1,701,NC_035108.1,Aedes_aegypti
NC_035108.1:259911297-259911668|Metaviridae|Metavirus|Cladosporium_1,124,NC_035108.1,Aedes_aegypti
NC_035108.1:262635432-262636112|Metaviridae|Metavirus|Cladosporium_1,133,NC_035108.1,Aedes_aegypti
NC_035108.1:263737724-263739937|Metaviridae|Metavirus|Cladosporium_1,738,NC_035108.1,Aedes_aegypti
NC_035108.1:265333122-265335284|Metaviridae|Metavirus|Cladosporium_1,721,NC_035108.1,Aedes_aegypti
NC_035108.1:265365337-265367499|Metaviridae|Metavirus|Cladosporium_1,721,NC_035108.1,Aedes_aegypti
NC_035108.1:265997920-265998291|Metaviridae|Metavirus|Cladosporium_1,124,NC_035108.1,Aedes_aegypti
NC_035108.1:265998357-265998956|Metaviridae|Metavirus|Cladosporium_1,77,NC_035108.1,Aedes_aegypti
NC_035108.1:265998357-265998956|Metaviridae|Metavirus|Cladosporium_2,118,NC_035108.1,Aedes_aegypti
NC_035108.1:269141287-269143392|Metaviridae|Metavirus|Cladosporium_1,702,NC_035108.1,Aedes_aegypti
NC_035108.1:269150050-269152206|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:271717611-271718738|Metaviridae|Metavirus|Cladosporium_1,376,NC_035108.1,Aedes_aegypti
NC_035108.1:271767124-271769280|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:272822588-272824750|Metaviridae|Metavirus|Cladosporium_1,721,NC_035108.1,Aedes_aegypti
NC_035108.1:274246463-274248262|Metaviridae|Metavirus|Cladosporium_1,600,NC_035108.1,Aedes_aegypti
NC_035108.1:274774027-274776183|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:275311368-275312054|Metaviridae|Metavirus|Cladosporium_1,229,NC_035108.1,Aedes_aegypti
NC_035108.1:287245813-287246223|Metaviridae|Metavirus|Cladosporium_1,137,NC_035108.1,Aedes_aegypti
NC_035108.1:288416024-288418261|Metaviridae|Metavirus|Cladosporium_1,746,NC_035108.1,Aedes_aegypti
NC_035108.1:289073992-289076217|Metaviridae|Metavirus|Cladosporium_1,742,NC_035108.1,Aedes_aegypti
NC_035108.1:289887540-289889723|Metaviridae|Metavirus|Cladosporium_1,728,NC_035108.1,Aedes_aegypti
NC_035108.1:293311175-293313322|Metaviridae|Metavirus|Cladosporium_1,716,NC_035108.1,Aedes_aegypti
NC_035108.1:296544284-296546440|Metaviridae|Metavirus|Cladosporium_1,719,NC_035108.1,Aedes_aegypti
NC_035108.1:298012654-298014867|Metaviridae|Metavirus|Cladosporium_1,738,NC_035108.1,Aedes_aegypti
